record_file	record_id	title	unit_type	track	module	mastery	review_flag	last_studied	source_value	source_target	source_exists
工作台/条目记录/150题-011.md	150-011	第11题：delete 和 delete[] 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 11	[[projects/嵌入式八股/嵌入式高频八股150题.md#第11题：delete 和 delete[] 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-012.md	150-012	第12题：什么是内存泄漏？如何避免？	八股题	150题	C/C++	学过	待回看	order: 12	[[projects/嵌入式八股/嵌入式高频八股150题.md#第12题：什么是内存泄漏？如何避免？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-013.md	150-013	第13题：栈溢出是什么？如何避免？	八股题	150题	C/C++	学过	待回看	order: 13	[[projects/嵌入式八股/嵌入式高频八股150题.md#第13题：栈溢出是什么？如何避免？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-014.md	150-014	第14题：段错误是什么？常见原因有哪些？	八股题	150题	C/C++	学过	待回看	order: 14	[[projects/嵌入式八股/嵌入式高频八股150题.md#第14题：段错误是什么？常见原因有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-015.md	150-015	第15题：大端和小端是什么？如何判断？	八股题	150题	C/C++	学过	待回看	order: 15	[[projects/嵌入式八股/嵌入式高频八股150题.md#第15题：大端和小端是什么？如何判断？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-016.md	150-016	第16题：内存对齐是什么？为什么要内存对齐？	八股题	150题	C/C++	学过	待回看	order: 16	[[projects/嵌入式八股/嵌入式高频八股150题.md#第16题：内存对齐是什么？为什么要内存对齐？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-017.md	150-017	第17题：#define 和 typedef 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 17	[[projects/嵌入式八股/嵌入式高频八股150题.md#第17题：#define 和 typedef 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-018.md	150-018	第18题：宏定义和 inline 函数有什么区别？	八股题	150题	C/C++	学过	待回看	order: 18	[[projects/嵌入式八股/嵌入式高频八股150题.md#第18题：宏定义和 inline 函数有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-019.md	150-019	第19题：条件编译有什么作用？	八股题	150题	C/C++	学过	待回看	order: 19	[[projects/嵌入式八股/嵌入式高频八股150题.md#第19题：条件编译有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-020.md	150-020	第20题：为什么嵌入式系统中通常不建议频繁使用动态内存？	八股题	150题	C/C++	学过	待回看	order: 20	[[projects/嵌入式八股/嵌入式高频八股150题.md#第20题：为什么嵌入式系统中通常不建议频繁使用动态内存？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-021.md	150-021	第21题：什么是可重入函数？	八股题	150题	C/C++	学过	待回看	order: 21	[[projects/嵌入式八股/嵌入式高频八股150题.md#第21题：什么是可重入函数？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-022.md	150-022	第22题：const int *p、int * const p 和 const int * const p 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 22	[[projects/嵌入式八股/嵌入式高频八股150题.md#第22题：const int *p、int * const p 和 const int * const p 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-023.md	150-023	第23题：C 语言中的 struct 和 C++ 中的 class 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 23	[[projects/嵌入式八股/嵌入式高频八股150题.md#第23题：C 语言中的 struct 和 C++ 中的 class 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-024.md	150-024	第24题：C 和 C++ 的主要区别是什么？	八股题	150题	C/C++	学过	待回看	order: 24	[[projects/嵌入式八股/嵌入式高频八股150题.md#第24题：C 和 C++ 的主要区别是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-025.md	150-025	第25题：在 32 位和 64 位系统中，常见类型大小有什么变化？	八股题	150题	C/C++	学过	待回看	order: 25	[[projects/嵌入式八股/嵌入式高频八股150题.md#第25题：在 32 位和 64 位系统中，常见类型大小有什么变化？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-026.md	150-026	第26题：C++ 面向对象的三大特性是什么？	八股题	150题	C/C++	学过	待回看	order: 26	[[projects/嵌入式八股/嵌入式高频八股150题.md#第26题：C++ 面向对象的三大特性是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-027.md	150-027	第27题：虚函数的底层实现机制是什么？	八股题	150题	C/C++	学过	待回看	order: 27	[[projects/嵌入式八股/嵌入式高频八股150题.md#第27题：虚函数的底层实现机制是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-028.md	150-028	第28题：纯虚函数和抽象类是什么？	八股题	150题	C/C++	学过	待回看	order: 28	[[projects/嵌入式八股/嵌入式高频八股150题.md#第28题：纯虚函数和抽象类是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-029.md	150-029	第29题：为什么析构函数通常要声明为虚函数？	八股题	150题	C/C++	学过	待回看	order: 29	[[projects/嵌入式八股/嵌入式高频八股150题.md#第29题：为什么析构函数通常要声明为虚函数？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-030.md	150-030	第30题：什么是菱形继承？如何解决？	八股题	150题	C/C++	学过	待回看	order: 30	[[projects/嵌入式八股/嵌入式高频八股150题.md#第30题：什么是菱形继承？如何解决？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-031.md	150-031	第31题：深拷贝和浅拷贝有什么区别？	八股题	150题	C/C++	学过	待回看	order: 31	[[projects/嵌入式八股/嵌入式高频八股150题.md#第31题：深拷贝和浅拷贝有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-032.md	150-032	第32题：智能指针有哪些？各自的作用是什么？	八股题	150题	C/C++	学过	待回看	order: 32	[[projects/嵌入式八股/嵌入式高频八股150题.md#第32题：智能指针有哪些？各自的作用是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-033.md	150-033	第33题：左值和右值有什么区别？右值引用是什么？	八股题	150题	C/C++	学过	待回看	order: 33	[[projects/嵌入式八股/嵌入式高频八股150题.md#第33题：左值和右值有什么区别？右值引用是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-034.md	150-034	第34题：移动语义是什么？解决了什么问题？	八股题	150题	C/C++	学过	待回看	order: 34	[[projects/嵌入式八股/嵌入式高频八股150题.md#第34题：移动语义是什么？解决了什么问题？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-035.md	150-035	第35题：拷贝构造函数和赋值运算符有什么区别？	八股题	150题	C/C++	学过	待回看	order: 35	[[projects/嵌入式八股/嵌入式高频八股150题.md#第35题：拷贝构造函数和赋值运算符有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-036.md	150-036	第36题：C++ 中 struct 和 class 的默认访问权限有什么不同？	八股题	150题	C/C++	学过	待回看	order: 36	[[projects/嵌入式八股/嵌入式高频八股150题.md#第36题：C++ 中 struct 和 class 的默认访问权限有什么不同？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-037.md	150-037	第37题：函数重载和函数重写有什么区别？	八股题	150题	C/C++	学过	待回看	order: 37	[[projects/嵌入式八股/嵌入式高频八股150题.md#第37题：函数重载和函数重写有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-038.md	150-038	第38题：什么是函数模板和类模板？	八股题	150题	C/C++	学过	待回看	order: 38	[[projects/嵌入式八股/嵌入式高频八股150题.md#第38题：什么是函数模板和类模板？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-039.md	150-039	第39题：C++ 中的异常处理机制是怎样的？	八股题	150题	C/C++	学过	待回看	order: 39	[[projects/嵌入式八股/嵌入式高频八股150题.md#第39题：C++ 中的异常处理机制是怎样的？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-040.md	150-040	第40题：new 失败时会发生什么？	八股题	150题	C/C++	学过	待回看	order: 40	[[projects/嵌入式八股/嵌入式高频八股150题.md#第40题：new 失败时会发生什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-041.md	150-041	第41题：unordered_map 和 map 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 41	[[projects/嵌入式八股/嵌入式高频八股150题.md#第41题：unordered_map 和 map 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-042.md	150-042	第42题：vector 和 list 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 42	[[projects/嵌入式八股/嵌入式高频八股150题.md#第42题：vector 和 list 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-043.md	150-043	第43题：迭代器失效是怎么回事？	八股题	150题	C/C++	学过	待回看	order: 43	[[projects/嵌入式八股/嵌入式高频八股150题.md#第43题：迭代器失效是怎么回事？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-044.md	150-044	第44题：Lambda 表达式的捕获方式有哪些？	八股题	150题	C/C++	学过	待回看	order: 44	[[projects/嵌入式八股/嵌入式高频八股150题.md#第44题：Lambda 表达式的捕获方式有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-045.md	150-045	第45题：static_cast、dynamic_cast、reinterpret_cast、const_cast 有什么区别？	八股题	150题	C/C++	学过	待回看	order: 45	[[projects/嵌入式八股/嵌入式高频八股150题.md#第45题：static_cast、dynamic_cast、reinterpret_cast、const_cast 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-046.md	150-046	第46题：C++ 模板的作用和工作机制是什么？	八股题	150题	C/C++	学过	待回看	order: 46	[[projects/嵌入式八股/嵌入式高频八股150题.md#第46题：C++ 模板的作用和工作机制是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-047.md	150-047	第47题：RAII 是什么？	八股题	150题	C/C++	学过	待回看	order: 47	[[projects/嵌入式八股/嵌入式高频八股150题.md#第47题：RAII 是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-048.md	150-048	第48题：单例模式是什么？有什么优缺点？	八股题	150题	C/C++	学过	待回看	order: 48	[[projects/嵌入式八股/嵌入式高频八股150题.md#第48题：单例模式是什么？有什么优缺点？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-049.md	150-049	第49题：STL 容器是线程安全的吗？	八股题	150题	C/C++	学过	待回看	order: 49	[[projects/嵌入式八股/嵌入式高频八股150题.md#第49题：STL 容器是线程安全的吗？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-050.md	150-050	第50题：运算符重载有什么作用？需要注意什么？	八股题	150题	C/C++	学过	待回看	order: 50	[[projects/嵌入式八股/嵌入式高频八股150题.md#第50题：运算符重载有什么作用？需要注意什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-051.md	150-051	第51题：STM32 启动流程大致是什么？	八股题	150题	STM32	学过	待回看	order: 51	[[projects/嵌入式八股/嵌入式高频八股150题.md#第51题：STM32 启动流程大致是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-052.md	150-052	第52题：Bootloader 有什么作用？	八股题	150题	STM32	学过	待回看	order: 52	[[projects/嵌入式八股/嵌入式高频八股150题.md#第52题：Bootloader 有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-053.md	150-053	第53题：什么是中断？	八股题	150题	STM32	学过	待回看	order: 53	[[projects/嵌入式八股/嵌入式高频八股150题.md#第53题：什么是中断？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-054.md	150-054	第54题：异常和中断有什么区别？	八股题	150题	STM32	学过	待回看	order: 54	[[projects/嵌入式八股/嵌入式高频八股150题.md#第54题：异常和中断有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-055.md	150-055	第55题：NVIC 是什么？	八股题	150题	STM32	学过	待回看	order: 55	[[projects/嵌入式八股/嵌入式高频八股150题.md#第55题：NVIC 是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-056.md	150-056	第56题：SysTick 在嵌入式系统中有什么作用？	八股题	150题	STM32	学过	待回看	order: 56	[[projects/嵌入式八股/嵌入式高频八股150题.md#第56题：SysTick 在嵌入式系统中有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-057.md	150-057	第57题：中断服务函数设计时需要注意什么？	八股题	150题	STM32	学过	待回看	order: 57	[[projects/嵌入式八股/嵌入式高频八股150题.md#第57题：中断服务函数设计时需要注意什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-058.md	150-058	第58题：中断和轮询有什么区别？	八股题	150题	STM32	学过	待回看	order: 58	[[projects/嵌入式八股/嵌入式高频八股150题.md#第58题：中断和轮询有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-059.md	150-059	第59题：DMA 是什么？有什么作用？	八股题	150题	STM32	学过	待回看	order: 59	[[projects/嵌入式八股/嵌入式高频八股150题.md#第59题：DMA 是什么？有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-060.md	150-060	第60题：UART DMA 接收不定长数据通常怎么做？	八股题	150题	STM32	学过	待回看	order: 60	[[projects/嵌入式八股/嵌入式高频八股150题.md#第60题：UART DMA 接收不定长数据通常怎么做？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-061.md	150-061	第61题：环形缓冲区是什么？适合什么场景？	八股题	150题	STM32	学过	待回看	order: 61	[[projects/嵌入式八股/嵌入式高频八股150题.md#第61题：环形缓冲区是什么？适合什么场景？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-062.md	150-062	第62题：看门狗的工作原理是什么？	八股题	150题	STM32	学过	待回看	order: 62	[[projects/嵌入式八股/嵌入式高频八股150题.md#第62题：看门狗的工作原理是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-063.md	150-063	第63题：Flash 写入和掉电保护要注意什么？	八股题	150题	STM32	学过	待回看	order: 63	[[projects/嵌入式八股/嵌入式高频八股150题.md#第63题：Flash 写入和掉电保护要注意什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-064.md	150-064	第64题：GPIO 常见工作模式有哪些？	八股题	150题	STM32	学过	待回看	order: 64	[[projects/嵌入式八股/嵌入式高频八股150题.md#第64题：GPIO 常见工作模式有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-065.md	150-065	第65题：ADC 分辨率和采样时间是什么意思？	八股题	150题	STM32	学过	待回看	order: 65	[[projects/嵌入式八股/嵌入式高频八股150题.md#第65题：ADC 分辨率和采样时间是什么意思？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-066.md	150-066	第66题：PWM 是什么？定时器如何产生 PWM？	八股题	150题	STM32	学过	待回看	order: 66	[[projects/嵌入式八股/嵌入式高频八股150题.md#第66题：PWM 是什么？定时器如何产生 PWM？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-067.md	150-067	第67题：STM32 时钟树为什么重要？	八股题	150题	STM32	学过	待回看	order: 67	[[projects/嵌入式八股/嵌入式高频八股150题.md#第67题：STM32 时钟树为什么重要？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-068.md	150-068	第68题：HAL 库开发和寄存器开发有什么区别？	八股题	150题	STM32	学过	待回看	order: 68	[[projects/嵌入式八股/嵌入式高频八股150题.md#第68题：HAL 库开发和寄存器开发有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-069.md	150-069	第69题：MCU 低功耗设计通常从哪些方面考虑？	八股题	150题	STM32	学过	待回看	order: 69	[[projects/嵌入式八股/嵌入式高频八股150题.md#第69题：MCU 低功耗设计通常从哪些方面考虑？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-070.md	150-070	第70题：HardFault 一般如何排查？	八股题	150题	STM32	学过	待回看	order: 70	[[projects/嵌入式八股/嵌入式高频八股150题.md#第70题：HardFault 一般如何排查？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-071.md	150-071	第71题：UART 的基本通信原理是什么？	八股题	150题	通信	学过	待回看	order: 71	[[projects/嵌入式八股/嵌入式高频八股150题.md#第71题：UART 的基本通信原理是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-072.md	150-072	第72题：UART 和 RS485 有什么区别？	八股题	150题	通信	学过	待回看	order: 72	[[projects/嵌入式八股/嵌入式高频八股150题.md#第72题：UART 和 RS485 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-073.md	150-073	第73题：Modbus RTU 的基本特点是什么？	八股题	150题	通信	学过	待回看	order: 73	[[projects/嵌入式八股/嵌入式高频八股150题.md#第73题：Modbus RTU 的基本特点是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-074.md	150-074	第74题：自定义通信协议帧一般怎么设计？	八股题	150题	通信	学过	待回看	order: 74	[[projects/嵌入式八股/嵌入式高频八股150题.md#第74题：自定义通信协议帧一般怎么设计？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-075.md	150-075	第75题：CRC 校验和普通累加和有什么区别？	八股题	150题	通信	学过	待回看	order: 75	[[projects/嵌入式八股/嵌入式高频八股150题.md#第75题：CRC 校验和普通累加和有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-076.md	150-076	第76题：I2C 的基本通信过程是什么？	八股题	150题	通信	学过	待回看	order: 76	[[projects/嵌入式八股/嵌入式高频八股150题.md#第76题：I2C 的基本通信过程是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-077.md	150-077	第77题：I2C 为什么需要上拉电阻？	八股题	150题	通信	学过	待回看	order: 77	[[projects/嵌入式八股/嵌入式高频八股150题.md#第77题：I2C 为什么需要上拉电阻？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-078.md	150-078	第78题：I2C 仲裁机制是什么？	八股题	150题	通信	学过	待回看	order: 78	[[projects/嵌入式八股/嵌入式高频八股150题.md#第78题：I2C 仲裁机制是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-079.md	150-079	第79题：I2C 时钟延展是什么？	八股题	150题	通信	学过	待回看	order: 79	[[projects/嵌入式八股/嵌入式高频八股150题.md#第79题：I2C 时钟延展是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-080.md	150-080	第80题：I2C 总线上两个从设备地址冲突会发生什么？	八股题	150题	通信	学过	待回看	order: 80	[[projects/嵌入式八股/嵌入式高频八股150题.md#第80题：I2C 总线上两个从设备地址冲突会发生什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-081.md	150-081	第81题：SPI 的基本通信原理是什么？	八股题	150题	通信	学过	待回看	order: 81	[[projects/嵌入式八股/嵌入式高频八股150题.md#第81题：SPI 的基本通信原理是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-082.md	150-082	第82题：SPI 的 CPOL 和 CPHA 是什么？	八股题	150题	通信	学过	待回看	order: 82	[[projects/嵌入式八股/嵌入式高频八股150题.md#第82题：SPI 的 CPOL 和 CPHA 是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-083.md	150-083	第83题：SPI 和 I2C 有什么区别？	八股题	150题	通信	学过	待回看	order: 83	[[projects/嵌入式八股/嵌入式高频八股150题.md#第83题：SPI 和 I2C 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-084.md	150-084	第84题：CAN 总线有什么特点？	八股题	150题	通信	学过	待回看	order: 84	[[projects/嵌入式八股/嵌入式高频八股150题.md#第84题：CAN 总线有什么特点？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-085.md	150-085	第85题：CAN 仲裁机制是怎么实现的？	八股题	150题	通信	学过	待回看	order: 85	[[projects/嵌入式八股/嵌入式高频八股150题.md#第85题：CAN 仲裁机制是怎么实现的？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-086.md	150-086	第86题：CAN 如何进行错误检测和处理？	八股题	150题	通信	学过	待回看	order: 86	[[projects/嵌入式八股/嵌入式高频八股150题.md#第86题：CAN 如何进行错误检测和处理？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-087.md	150-087	第87题：TCP 和 UDP 有什么区别？	八股题	150题	通信	学过	待回看	order: 87	[[projects/嵌入式八股/嵌入式高频八股150题.md#第87题：TCP 和 UDP 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-088.md	150-088	第88题：TCP 三次握手和四次挥手是什么？	八股题	150题	通信	学过	待回看	order: 88	[[projects/嵌入式八股/嵌入式高频八股150题.md#第88题：TCP 三次握手和四次挥手是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-089.md	150-089	第89题：TCP 粘包是什么？如何解决？	八股题	150题	通信	学过	待回看	order: 89	[[projects/嵌入式八股/嵌入式高频八股150题.md#第89题：TCP 粘包是什么？如何解决？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-090.md	150-090	第90题：MQTT 的基本原理是什么？	八股题	150题	通信	学过	待回看	order: 90	[[projects/嵌入式八股/嵌入式高频八股150题.md#第90题：MQTT 的基本原理是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-091.md	150-091	第91题：裸机和 RTOS 有什么区别？	八股题	150题	FreeRTOS	学过	待回看	order: 91	[[projects/嵌入式八股/嵌入式高频八股150题.md#第91题：裸机和 RTOS 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-092.md	150-092	第92题：FreeRTOS 任务有哪些状态？	八股题	150题	FreeRTOS	学过	待回看	order: 92	[[projects/嵌入式八股/嵌入式高频八股150题.md#第92题：FreeRTOS 任务有哪些状态？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-093.md	150-093	第93题：FreeRTOS 的任务调度机制是什么？	八股题	150题	FreeRTOS	学过	待回看	order: 93	[[projects/嵌入式八股/嵌入式高频八股150题.md#第93题：FreeRTOS 的任务调度机制是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-094.md	150-094	第94题：FreeRTOS 任务优先级如何设计？	八股题	150题	FreeRTOS	学过	待回看	order: 94	[[projects/嵌入式八股/嵌入式高频八股150题.md#第94题：FreeRTOS 任务优先级如何设计？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-095.md	150-095	第95题：什么是优先级反转？如何解决？	八股题	150题	FreeRTOS	学过	待回看	order: 95	[[projects/嵌入式八股/嵌入式高频八股150题.md#第95题：什么是优先级反转？如何解决？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-096.md	150-096	第96题：FreeRTOS 队列有什么作用？	八股题	150题	FreeRTOS	学过	待回看	order: 96	[[projects/嵌入式八股/嵌入式高频八股150题.md#第96题：FreeRTOS 队列有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-097.md	150-097	第97题：信号量和互斥量有什么区别？	八股题	150题	FreeRTOS	学过	待回看	order: 97	[[projects/嵌入式八股/嵌入式高频八股150题.md#第97题：信号量和互斥量有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
