domain	path	source_class	register_status	existing_skill_evidence	indexed_only	precise_backlink	category	disposition	claim_code_boundary	size_bytes	sha256_16
rtos-project	projects/RTOS项目/源码/FreeRTOS/include/queue.h	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	67336	09ca388712463be3
rtos-project	projects/RTOS项目/源码/FreeRTOS/include/semphr.h	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	50406	f10d9b299357fa80
rtos-project	projects/RTOS项目/源码/FreeRTOS/include/stdint.readme	other-binary-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	850	d445da103d6ff2b8
rtos-project	projects/RTOS项目/源码/FreeRTOS/include/task.h	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	95351	b0610dc1a3e35e98
rtos-project	projects/RTOS项目/源码/FreeRTOS/include/timers.h	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	62241	a2394c90ee22e03f
rtos-project	projects/RTOS项目/源码/FreeRTOS/list.c	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	10993	c2fc08cedee309c4
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/Keil/See-also-the-RVDS-directory.txt	knowledge-document	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	20	d872e8e4176213ea
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/ReadMe.url	other-binary-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	124	0b636696b38f1fa7
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_1.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	7604	b00bf049945a9566
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_2.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	12644	6de30463667e50e7
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_3.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	5510	679a4060d1d0ba15
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_5.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	18801	02425c77f6ed40f0
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM7_LPC21xx/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	12713	102c5307bdc1516c
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM7_LPC21xx/portASM.s	other-binary-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	5593	848841ea54646f4e
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM7_LPC21xx/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	7411	b2f6219b5788e812
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM7_LPC21xx/portmacro.inc	other-binary-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	4631	56fb47b2212bd8ef
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CA9/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	21970	a5e081072558ad64
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CA9/portASM.s	other-binary-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	6730	ec4f91398bdfb013
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CA9/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	8667	6f366a5a4f291049
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CA9/portmacro.inc	other-binary-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	4907	fd4bbf628aa2f4cc
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM0/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	12557	ee37c28c1fc42938
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM0/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	6785	227537166281cd6a
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM3/portmacro.h	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	10963	64b120f93220caf6
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM4F/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	29396	f3d0503ea093f738
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM4F/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	10669	98e4f392ccffd8da
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM4_MPU/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	31750	180795e1043dbae3
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM4_MPU/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	12406	e59be1a6eff84176
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM7/ReadMe.txt	knowledge-document	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	1064	710c88c6d9bfcc46
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM7/r0p1/port.c	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	28678	7024cbaaa744fd88
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/RVDS/ARM_CM7/r0p1/portmacro.h	code-or-config	domain-referenced	no	yes	none	alternate-port-or-heap	retain-variant-no-new-skill	备用启动/port/heap 变体；不能推断当前 target 使用	10713	704077a46ef61463
rtos-project	projects/RTOS项目/源码/FreeRTOS/portable/readme.txt	knowledge-document	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	866	a9ef32ef258eb814
rtos-project	projects/RTOS项目/源码/FreeRTOS/queue.c	code-or-config	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	84664	a321652bb25b1714
rtos-project	projects/RTOS项目/源码/FreeRTOS/readme.txt	knowledge-document	domain-referenced	no	yes	none	freertos-core-unlinked	retain-source-reference-review	FreeRTOS 核心/头文件；仅在 target 文件组与符号核对后支撑当前行为	822	3731131211a6e5eb
rtos-project	projects/RTOS项目/源码/OBJ/ExtDll.iex	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	19	93ef77447acafaed
rtos-project	projects/RTOS项目/源码/OBJ/PWM.axf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	595188	3b5feb966c0b9f64
rtos-project	projects/RTOS项目/源码/OBJ/PWM.bin	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	61148	7079da38c7515c49
rtos-project	projects/RTOS项目/源码/OBJ/PWM.build_log.htm	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2821	c7dcfbda5a44b6cb
rtos-project	projects/RTOS项目/源码/OBJ/PWM.hex	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	117792	bd62b844db39ea61
rtos-project	projects/RTOS项目/源码/OBJ/PWM.htm	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	201364	3e6c3ad44f66f811
rtos-project	projects/RTOS项目/源码/OBJ/PWM.lnp	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1138	8ddb08012e53b75c
rtos-project	projects/RTOS项目/源码/OBJ/PWM_PWM.dep	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	104730	a649fa0401ebc118
rtos-project	projects/RTOS项目/源码/OBJ/PWM_liu.dep	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	104730	264a041b82ec4de8
rtos-project	projects/RTOS项目/源码/OBJ/adc.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	348980	89a4404ca2b98ea2
rtos-project	projects/RTOS项目/源码/OBJ/adc.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1638	9a3463d523ffe6d3
rtos-project	projects/RTOS项目/源码/OBJ/adc.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	383916	7e66379f33632d6d
rtos-project	projects/RTOS项目/源码/OBJ/app_tasks.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	419894	3c0761ecbf7969b0
rtos-project	projects/RTOS项目/源码/OBJ/app_tasks.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	3357	7e8d6c6810f3d86d
rtos-project	projects/RTOS项目/源码/OBJ/app_tasks.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	469448	351bb4a323975430
rtos-project	projects/RTOS项目/源码/OBJ/beep.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	354613	149d4428f95c3a9c
rtos-project	projects/RTOS项目/源码/OBJ/beep.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1799	c7ffa618b3e871fe
rtos-project	projects/RTOS项目/源码/OBJ/beep.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	393020	dd83808bb3931b66
rtos-project	projects/RTOS项目/源码/OBJ/core_cm3.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	3940	a36efb810a1d0cc5
rtos-project	projects/RTOS项目/源码/OBJ/core_cm3.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	102	d0f7c760bb086dbd
rtos-project	projects/RTOS项目/源码/OBJ/core_cm3.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	11460	7bbd95df3505de05
rtos-project	projects/RTOS项目/源码/OBJ/crc32.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	353339	ccc65d02f9d3bb24
rtos-project	projects/RTOS项目/源码/OBJ/crc32.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1761	c9c2c7d562d6f30f
rtos-project	projects/RTOS项目/源码/OBJ/crc32.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	388380	efc6de555ad1ac5d
rtos-project	projects/RTOS项目/源码/OBJ/croutine.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	386814	2695924a854f6dcd
rtos-project	projects/RTOS项目/源码/OBJ/croutine.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2538	445a9e6024ac9f04
rtos-project	projects/RTOS项目/源码/OBJ/croutine.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	413668	e85af162d4f86a31
rtos-project	projects/RTOS项目/源码/OBJ/delay.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	386540	dc394e9a2e2ce729
rtos-project	projects/RTOS项目/源码/OBJ/delay.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2350	3fade3540d7810d9
rtos-project	projects/RTOS项目/源码/OBJ/delay.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	419792	a024488ef9ed45db
rtos-project	projects/RTOS项目/源码/OBJ/dht11.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	350683	2bba41090f6b18ae
rtos-project	projects/RTOS项目/源码/OBJ/dht11.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1739	9ae9d4982bfe524d
rtos-project	projects/RTOS项目/源码/OBJ/dht11.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	393196	e2d1781a39911874
rtos-project	projects/RTOS项目/源码/OBJ/dma.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	349152	de9fcfe65afec4cb
rtos-project	projects/RTOS项目/源码/OBJ/dma.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1621	42f18cd0a031ad26
rtos-project	projects/RTOS项目/源码/OBJ/dma.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	385364	e517fef1eb179f99
rtos-project	projects/RTOS项目/源码/OBJ/event_groups.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	399926	44dfcb660cdc1e5f
rtos-project	projects/RTOS项目/源码/OBJ/event_groups.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2799	4915d222393d400f
rtos-project	projects/RTOS项目/源码/OBJ/event_groups.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	441840	c241e1b7c6461c50
rtos-project	projects/RTOS项目/源码/OBJ/exti.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	348457	63a3b9941fa0e601
rtos-project	projects/RTOS项目/源码/OBJ/exti.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1658	47725bd9ca6e5485
rtos-project	projects/RTOS项目/源码/OBJ/exti.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	382124	cb0e43c91b543c4d
rtos-project	projects/RTOS项目/源码/OBJ/gpiox.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	348949	4273645a9915380d
rtos-project	projects/RTOS项目/源码/OBJ/gpiox.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1659	a9537ae5013ac811
rtos-project	projects/RTOS项目/源码/OBJ/gpiox.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	385064	919ae5e2932cfc91
rtos-project	projects/RTOS项目/源码/OBJ/gui.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	369232	8fbbd6535656c650
rtos-project	projects/RTOS项目/源码/OBJ/gui.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1770	d1476b18c57183b7
rtos-project	projects/RTOS项目/源码/OBJ/gui.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	433260	59a212871c21c6f8
rtos-project	projects/RTOS项目/源码/OBJ/heap_4.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	392326	1ab8b7022488715d
rtos-project	projects/RTOS项目/源码/OBJ/heap_4.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2428	d078781a9a6a4638
