path	domain	inventory_class	file_type	size_bytes	sha256_16	disposition	confidence	text_index	text_index_ref_count	text_index_sample	reason_code	reason	not_equal_to_distilled
assets/Linux教程/08-03.png	attachments-evidence	attachment-evidence	image.png	73477	afcc6767267f2d27	evidence	medium	yes	1	archive/大丙Linux教程/第1章 Linux 基础/08 静态库和动态库.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/08-04.png	attachments-evidence	attachment-evidence	image.png	70049	b6f4b9d3324deb1d	evidence	medium	yes	1	archive/大丙Linux教程/第1章 Linux 基础/08 静态库和动态库.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/09-01.png	attachments-evidence	attachment-evidence	image.png	135993	9e739c173a36b914	evidence	medium	yes	1	archive/大丙Linux教程/第1章 Linux 基础/09 Makefile.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/11-01.png	attachments-evidence	attachment-evidence	image.png	161709	39814d37c1a36b70	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/11-02.png	attachments-evidence	attachment-evidence	image.png	52161	6bbf288b3a72007f	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/11-03.png	attachments-evidence	attachment-evidence	image.png	114237	e9d7862eaee12b95	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/11-04.png	attachments-evidence	attachment-evidence	image.png	165161	818ee6c9d7bc03d6	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/13-01.png	attachments-evidence	attachment-evidence	image.png	101350	ddb9337837bbeb16	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/03 文件状态和属性信息.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/14-01.png	attachments-evidence	attachment-evidence	image.png	76008	54e0ee293a540eed	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/14-02.png	attachments-evidence	attachment-evidence	image.png	248794	1a58f31a6e726b24	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/14-03.png	attachments-evidence	attachment-evidence	image.png	248023	5e3b668b0998c8e7	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/14-04.png	attachments-evidence	attachment-evidence	image.png	197516	ffdf07fd9249a5bf	evidence	medium	yes	1	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-01.png	attachments-evidence	attachment-evidence	image.png	103466	ac206e76eb6dd8e5	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-02.png	attachments-evidence	attachment-evidence	image.png	47775	61da3fe90b63ef3e	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-03.png	attachments-evidence	attachment-evidence	image.png	212503	6e2234aaf84e23b9	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-04.png	attachments-evidence	attachment-evidence	image.png	108749	e072d0e40e3894f7	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-05.png	attachments-evidence	attachment-evidence	image.png	188287	c3a7e318a252c3df	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-06.png	attachments-evidence	attachment-evidence	image.png	490871	1bcf298abfd4d97b	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-07.png	attachments-evidence	attachment-evidence	image.png	108442	15aa9b733ea05b50	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-08.png	attachments-evidence	attachment-evidence	image.png	43785	e34bd9318b196604	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/16-09.png	attachments-evidence	attachment-evidence	image.png	74122	ff4452d2f028354e	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/17-01.png	attachments-evidence	attachment-evidence	image.png	87850	415b109d6499511c	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/17-02.png	attachments-evidence	attachment-evidence	image.png	147039	ec840c7f429126e1	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/17-03.png	attachments-evidence	attachment-evidence	image.png	107516	54fe2c51d7c981e2	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/17-04.png	attachments-evidence	attachment-evidence	image.png	155733	bf6ab4458b9d758b	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/17-05.png	attachments-evidence	attachment-evidence	image.png	138213	21e1768b24d565f4	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/18-01.png	attachments-evidence	attachment-evidence	image.png	106400	de2918dd1bca6167	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/19-01.png	attachments-evidence	attachment-evidence	image.png	168723	f81e78b250d86c94	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/20-01.png	attachments-evidence	attachment-evidence	image.png	123451	ae15c4dee69c644b	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/20-02.png	attachments-evidence	attachment-evidence	image.png	1115694	ecd5325a922833a5	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/20-03.png	attachments-evidence	attachment-evidence	image.png	178563	b1ed0f12c13310b8	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/20-04.png	attachments-evidence	attachment-evidence	image.png	243821	d0cb5f85180455f7	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/20-05.png	attachments-evidence	attachment-evidence	image.png	371156	fa2fc8b5e0dd7c63	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/22-01.png	attachments-evidence	attachment-evidence	image.png	123443	c0437d68eb89a79b	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/07 多线程.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/22-02.png	attachments-evidence	attachment-evidence	image.png	4233	a5bfce4567254097	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/07 多线程.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/23-01.png	attachments-evidence	attachment-evidence	image.png	32358	1ee5adef4883206a	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/23-02.png	attachments-evidence	attachment-evidence	image.png	93477	bb8e89d0088f9c38	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/23-03.png	attachments-evidence	attachment-evidence	image.png	48775	5ba4c9e191f2b1c8	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/23-04.png	attachments-evidence	attachment-evidence	image.png	81092	415dc75b20803b2c	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/24-01.png	attachments-evidence	attachment-evidence	image.png	67842	8a85e40e4e0bf194	evidence	medium	yes	1	archive/大丙Linux教程/第3章 进程和线程/09 线程池 - C语言版.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-01.png	attachments-evidence	attachment-evidence	image.png	94176	9000fdb9dceeddcd	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-02.png	attachments-evidence	attachment-evidence	image.png	74132	221b76f82483f1fc	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-03.png	attachments-evidence	attachment-evidence	image.png	49465	9ee7ea3d5bc80aa3	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-04.png	attachments-evidence	attachment-evidence	image.png	126835	bbf1748919c6f3ea	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-05.png	attachments-evidence	attachment-evidence	image.png	100008	7d42b7c1184c2b51	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-06.png	attachments-evidence	attachment-evidence	image.png	134087	6d6472871f1ed9d8	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-07.png	attachments-evidence	attachment-evidence	image.png	99404	dbe1545ec8e689bb	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-08.jpg	attachments-evidence	attachment-evidence	image.jpg	17057	fa5b926569fea4ee	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-09.png	attachments-evidence	attachment-evidence	image.png	39696	14536c53a0c6a815	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-10.png	attachments-evidence	attachment-evidence	image.png	45523	d224f5d23134fe50	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-11.png	attachments-evidence	attachment-evidence	image.png	50450	fe57271e1c2fe687	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-12.jpg	attachments-evidence	attachment-evidence	image.jpg	32743	b4947e221aded6de	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/26-13.png	attachments-evidence	attachment-evidence	image.png	99329	ae8152454be17477	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/27-01.png	attachments-evidence	attachment-evidence	image.png	78103	9a91ef1c4f0ba208	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/27-02.png	attachments-evidence	attachment-evidence	image.png	512607	b820cb3f4f85039f	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/27-03.gif	attachments-evidence	attachment-evidence	image.gif	322155	a2d6a4b49a6f61a7	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
assets/Linux教程/27-04.png	attachments-evidence	attachment-evidence	image.png	563071	28518f850fafb6ee	evidence	medium	yes	1	archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md	attachment evidence	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.	Image/media bytes can support a source page or output observation, but contain no independently distilled method contract.
